product_name,base_price,config_price,bundle_price,names,stars,dates,titles,reviews,helpfuls,config_color
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,ken,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on January 10, 2023",What has happened to multi-room music,"\nI have used multi-room music for years and have had no issues.....music play all day on all devices.  A few months ago, I started upgrading some of my old echos and dots for newer models.  Since that time I have had nothing but problems.  They will not stay connected to the network that they are assigned.  I have spent hours trying to fix this problem.  Numerous calls to my internet provider....who sees no reason for this to happen as the bandwidth is good.  Many calls to Amazon always to get someone who knows less than I do...telling me to contact my internet provider.  I have deleted all my saved passwords and tried to reset all the devices multiple times.....yet for some reason they sill remember the password to my other network and jump over to it.  I write this review because I wonder if others are having this issue....there certainly is NO support for this and no other way to report the problem.  For example...one of my new echos has been configured to my 2.4 network (remember I have deleted my passwords to my 5G)......it will be connected tot he 2.4....and a couple hours later it has moved to the 5G.  I believe this is an Amazon problem.  It is interesting that this all started about the time Amazon started laying off echo device personnel.\n",One person found this helpful,Color: Glacier WhiteConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Christopher,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on January 1, 2023",Everything\u2019s good with it except two major things for me.,"\nIt\u2019s honestly kind of a cool thing, never owning one to getting one with smart bulbs made life super easy. I also connected my vacuum to it which was pretty cool. My main two biggest / three biggest complaints are SoundCloud is not supported on it and the only streaming service I use. I\u2019ve been using it for years because how they treat artists. My second big complaint is UE Boom is not supported either and that\u2019s speaker I use, specifically because of its sound quality. And my third complaint is there\u2019s no internal battery in the dot, I like taking a shower with music, so having to unplug it and plug it back in so I can shower is just a pain in the ass. I can honestly look past one of these things, but all 3 is a complete deal breaker. So now I\u2019m retuning the dot and the light bulbs because they don\u2019t pair with the things already in my life.The pros are Alex is super cool, I like the easy access to alarms, music (Amazon music), info and all sorts of other things and the super plus is waking up with lights\u2026 that part is the coolest because I struggle to wake up in general.But the cons with everything else just makes it not worth it to me to me personally. Now let\u2019s say I had a different speaker and used Spotify\u2026 I would have been 100% sold.\n",3 people found this helpful,Color: CharcoalConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,carmen,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 17, 2023",La bocina me gust\xf3 pero no llego con la bombilla,\nLa bocina est\xe1 bien linda funciona bien pero si ofrecen una oferta deben de cumplir es un oferta de bocina con bombillo smart para Alexa pero lo env\xedan por separado y aun no me llega el bombillo \u2639\ufe0f si lo ofrecen junto DEBE LLEGAR JUNTOS\n,4 people found this helpful,Color: Deep Sea BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Liz in Seattle,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on November 10, 2022",,"\n....that a white cord should go with the charcoal echo?  One buys a dark color when you want to have a speaker that is not so obvious.  Add a white cord and plug to a dark colored speaker????  Beyond ugly and obvious.  I may just end up wrapping black tape around the cord and plug in an effort to hide the glaringly white cord and plug.This device was replacing a Gen 1 Alexa after getting an updated router that could not connect with Gen 1.  The Alexa App is almost useless if there are challenges to hookups.  I spent way too much time trying to get the ""old"" Alexa to work.  The suggestion that eventually made by Alexa herself was to look at app and manually set up Gen 1.  As hard as I looked, I could not find a link that indicated ""manually connect.""  Problem could be solved by indicating that on first page that lists the different Echo/Alexa devices and indicate Gen 1 has a specific and different setup.All that being said, I have come to appreciate having Alexa - setting timers and alarms, notifications for packages, listening to music, etc.  I also like that Alexa is smaller than the original tower Gen. 1 and has similar quality for acoustics.The new Gen 5 Alexa is working much the same as the old one.  I can't hear a difference in sound quality though the older version had good sound quality as well.  Upgrades are inevitable -- just wish the process was easier and less frustrating.  Hooking up the Gen 5 was easy; working through the problems with Gen 1 were not.  The 3 star rating is for the white cord and for difficulties with the app.\n",4 people found this helpful,Color: Deep Sea BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,BARBARA,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 15, 2023",Who in their right mind would think.....,\nIt was working great the first month but I had to move it to another location and it wouldn\u2019t connect with the Wi-Fi anymore..I have others in other rooms in the house and they are fine .. trying to return it ..\n,One person found this helpful,Color: Deep Sea BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Hendrik,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on November 28, 2022",Pooped out,"\nAlexa Dot 5 is a quality product.Sound is great for everyday listening. They have come a long way since the original dot. The problem is, who wants to use it when it's main function now  seems to be nothing but playing  Amazon ads.'By the way', Alexa has been a great help to handicapped individuals. Great for everything from turning on lights to operating oven and microwave if blind.I realize Amazon' s  goal is to make a profit.  However commercial creep has become such a problem that it the product is more of an irritation than help to many people. Who wants to be blasted with a 30 second commercial first thing in the morning, when all you wanted was the temperature?I have purchased numerous  MP3 songs and albums from Amazon.  I have been able to play the playlists of music I  purchased from Amazon on the Alexa , also purchased from Amazon, with no interruption.. Recently I thought I would relax with  my playlist of 30 songs , only to find out Amazon  does it  again!  All of a sudden. I  now have to deal with at least  15 very annoying  ""commercial breaks"" in a 30 song list.I will probably go an alternative route for music. Who wants to assault guests in your home to Amazon commercials when all you wanted was to provide some background music?Maybe Amazon should have offered an ad free option at purchase like the Kindle. They have taken a good thing and completely botched it up.\n",,Color: CharcoalConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Mychal H.,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 30, 2023",Great product  but need to reduce ads,\nNot a lot to talk about. I do prefer the echo dot gen 3 better\n,,Color: CharcoalConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Mike Trozzi,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 24, 2023",Good but nothing to rave about,\nThe speaker for this is a pretty noticeable downgrade from the tower version. Haven't had it long enough to determine if its an overall upgrade though.\n,,Color: CharcoalConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,kdskandles,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on March 27, 2023",Not as good as the tower version,\nI thought I was getting a good deal until I found out it didn't have a battery and I had to go back and buy a $40 battery that doesn't have a usb option.  I have a couch that sits in the middle of my room and has usb options that my Tap worked with but not this Echo.  Not sure if I would buy it again or go with another option.\n,,Color: Deep Sea BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,DLM9000,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on March 22, 2023",I'm not as impressed with it,"\nI don't recommend getting Alexa products. They tend to make them so that you can only use their products with their products. With Google products you can use them. Either way. You can use them with Alexa or you can use them with Google but not Alexa. You can only use Alexa with Alexa so it's just easier to get the Google mini or the Google nest. Not only do they work better, they have better sound quality and they understand what you're saying better\n",,Color: Deep Sea BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,,,,Hard to adapt,,,
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Fletcher,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on December 20, 2022",AVOID. This thing is really crummy-- get the 4th Gen dot or something else.,"\nI own two Dots (yay) and two Flexes (boo) already, so this is a comparison.The sound on this one doesn't really sound better than the dot-- it has bass to it, but it makes it sound more like the crummy bass in a clock-radio.The buttons that are historically so visible on top of the other Echo's are, here, completely black, to match the background they are on. They are not illuminated. You just have to feel around and guess.IT HAS NO OUTPUT JACK-- no headphones, no external speakers (except Bluetooth).The indicator light is on the frigging BOTTOM, and the way the shape of the thing is, I'm sitting about three feet away from it, at a desk, and when the light goes on, I can only see a small sliver of it.Also, by default (I don't remember the others being like this), it does not make any sound when woken up. Like, the only indication I have that it has heard me is this small bit of light I have to be looking at. I bet there's a way to turn that on, but why should anyone have to figure that out?Anyway, it's going back. I'll probably get a Gen 4 dot or something. No headphone jack. What are they? Apple?\n",4 people found this helpful,Color: CharcoalConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Todd Strohmeyer,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 30, 2023",Doesn't work,\nWon't link to wifi I have 2\n,14 people found this helpful,Color: CharcoalConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Jordan Shepherd,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on March 1, 2023",Garbage,\nThese \u201cupgrades\u201d barely work at all. Hears about 40% of what we say. Cuts out when music is playing. Freezes every single time we ask Alexa anything. These are a terrible product. Traded in the 3rd gens for 3 of these and I wish I never had. The puck shaped ones were 100% better than these. I\u2019m stuck with these paper weights. Unplugged all of them and will be trading then in as soon as I can to get the older ones back.UPDATE: Customer service refunded me in full so I can replace this Echo with a different one. I\u2019m hoping this new one works well. Very happy with the customer service of the person that helped me.\n,,Color: Glacier WhiteConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,halli,3.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 22, 2023",No external speaker cable port,\nPrevious versions had port for a speaker cable. This one doesn\u2019t which was a disappointment.\n,,Color: Glacier WhiteConfiguration: Device only
