product_name,base_price,config_price,bundle_price,names,stars,dates,titles,reviews,helpfuls,config_color
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Big Al,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 26, 2023",Very good sound quality,"\nI use it mainly as an outdoor speaker for music and listening to ball games, news, etc.Volume is plenty to cover the outdoor surrounding sounds.....birds, traffic, etc.I bought mine with the charging base. That eliminates the need for extension cords for radios and the like.The wirelessness is the main reason I purchased it and am not disappointed.My Kindle just did not have enough power to overcome the outdoor ambient noise.I don't use it to control any Smart Plugs since I do not have any and never found them necessary.\n",2 people found this helpful,Color: Deep Sea BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,A P,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on January 7, 2023",Improved smarthome lighting situation! (updated 1/12/2023),"\nWe've been using Alexa for years for controlling lights, garage door opener, video doorbell, thermostat, television and streaming!  We are constantly asking Alexa to turn on or off certain lights, or changing light colors, etc.The new gen of Echo Dot has Ultrasound Motion Detection which is a game changer here!  That detection capability can be used to detect motion with adjustable sensitivity and range.  Combined with two new Routines per Echo Dot, one to turn on the lights when motion is sensed and one to turn off lights when there is no motion sensed, we've completely automated lighting in the house.  In the past week I've made the Routines time-based so we can have a brighter white light color during daytimes and a software off white light color as it gets darker outside.So far the only issue with Echo Dot was the placement of all of the Echo Dots.  Here it is very important so we can avoid unnecessary lights going on and off.  It took a week or so to get the combination of placement, motion-detection sensitivity and range dialed in and we are very happy with the results!Now there will be no more fumbling around for light switches when needing a glass of water at night, and no more wasted electric when lights are left on :)  I'm very happy with the Motion Detection features, and it makes a great addition to all of the other features of Alexa's that we use.The one con I've personally faced is now that there are some rooms with more than one Alexa device, the language I used prior with Alexa is ambiguous and she points that out.  That's why I deducted a star.Update 1/12/2023 - One room in the house has a dehumidifier and air purifier and they are running quite often this time of year which generates a constant background noise.  Even with Echo's Ultrasound Motion Detection set to high Sensitivity and Range, I'm finding that I have to snap my fingers or make another noise that is louder than the background noise before the lights are turned on.  However, even with the background noise Echo is able to detect when we leave the room and turns the lights off as expected.  I'm not going to deduct anything from the rating because this makes sense to me, and I believe they'll work this out with a near future updated.Overall I'm still happy with the new generation Echo Dots!\n",33 people found this helpful,Color: Deep Sea BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Griffin,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on December 21, 2022",The first thing I noticed was What?,"\nI am a huge fan of this deep black color, I think any color options for the 5th generation would be great but mine is black. No digital clock, wasn\u2019t expecting it with the darker color option but i don\u2019t think i have met anyone who has not agreed with me that the clock will look much better in the darker color echo. More offset and the matching color combination, even maybe a better contrast making the digital clock light red, orange, or purple? I\u2019m just going to hope that Amazon sees this and uses it, and then all i will want is a new digital version with one of my color ideas. Buy this one for the sound and the 5G connection. I\u2019m having a few issues as I am positive most people can relate. The largest and most frustrating is the combination of speaker environments. I can get this 5th generation echo linked to my 4th generation echo as speakers L and R. They are not able to connect with anything else however. Even if they are disconnected and forgotten from their bond they won\u2019t connect with the other speakers. I speak of one speaker specifically and that\u2019s my top of the line Studio. The greatest speaker, surround sound, Dolby, device hub studio speaker. I\u2019m told over and over that it isn\u2019t compatible with the Alexa devices on network tho can connect with the 2 Sony soundbars I linked together before digital plug in to the TV. Though studio is not able to provide sound for this type of connection. It\u2019s made for a simple audio interfaced system. Preferably the devices that share a name with it\u2026 at a loss. But if you use it Bluetooth from your iPhone the sound is very impressive. Especially when it\u2019s such a small device. Even when it\u2019s having trouble getting connected I still say it\u2019s worth it. Who knows, maybe my problem is specifically mine and not something that is a known issue, I haven\u2019t been able to find many others that are experiencing this issue.. I can say I am very competent with electronics, connections, networking, and other skills learned taking advantage of the free opportunities available from Microsoft, google, amazon, GitHub, and many others. A lot of free resources are available for everyone and I say that you should take full advantage of them as soon as you finish the purchase of your echo 5th gen\n",One person found this helpful,Color: CharcoalConfiguration: w/ Philips Bulb
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Jennifer Lois,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 6, 2023","Really happy with ""Ziggy""","\nI received this free from Verizon as a gift for being an internet customer. I had been thinking about getting an Alexa speaker and would have probably purchased the one that displays the time but I'm really happy with my Alexa. I did change the voice to an Australian guy's voice and then he named himself Ziggy. I enjoy that it links to my fire stick and I can just ask it to tune to a certain show and he does. Since I'm planning on eventually upgrading to more smart home features, I suppose this freebie will be steering me towards the ones that integrate with Alexa. He reminds me to feed Asher every day at 7 and is quick to answer any questions about the weather or anything that I can think to ask.\n",10 people found this helpful,Color: Deep Sea BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,fnu amandeep,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 6, 2023",The best echo,"\nI need to mention this - you buy it and you are in love with this.The sound quality is dope. It has sub woofers and you really feel them.I primarily use it to automate my lights and play music using bluetooth. Sound is Crisp and loud - fills my entire room with music. I own a macbook pro 14"" and the speaker on echo are louder and are making it up-to macbook's speaker.Addition to echo dot, this one contains inbuilt temperature sensor so you can automate things based on the indoor temperature.highly recommended if you want to upgrade the echo dot experience. You will notice a massive difference.\n",One person found this helpful,Color: CharcoalConfiguration: w/ Philips Bulb
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Hayleyg,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 30, 2023",I like it but ..,"\nI used to be able to ask it things and it would tell me the answer from the internet, now that they switched internet providers it drives me nuts. The answers are always wrong and I end up having to use my phone! It would be ok if you don't want to use this feAlso by the time I get the ambient noise to work I'm awake! It's OK if you have a lot of remote things to operate. This is my 3rd, won't be buying the 6th gen.\n",6 people found this helpful,Color: Deep Sea BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Spottedfeather,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 5, 2023",Both Better AND Worse,"\nI had, still do, the 2nd generation Echo Dot. It was constantly disconnecting from my wifi, so I thought a newer one would work better. It's been a couple of weeks and it hasn't disconnected that I've noticed. the sound is much punchier with more bass than the 2nd gen Dot, which is great.The only real problem I have with this new 5th gen Dot aside from the weird sphere shape, is that the adaptive voice volume doesn't seem to work properly. From what I understand, it raises or lowers the voice responses depending on the volume of the room it's sitting in. But for me, sometimes the voice is low and sometimes the voice is louder...even though the volume of the room doesn't change it's not that big of a deal, though.\n",,Color: CharcoalConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,David S. Arias,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 28, 2023",Excelente parlante,"\nMe agrad\xf3 su dise\xf1o ergon\xf3mico y minimalista, lo simple de usarlo y lo efectivo que es.Solo no me gusta que tenga que estar si o si conectado a la corriente, se que hay un case con bater\xeda incluida pero eso hay que comprarlo aparte. Me gustar\xeda la bater\xeda estuviera integrada en el dispositivo.\n",,Color: Deep Sea BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Kent Soulek,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on February 27, 2023",,"\nI am in the process of upgrading most of my 3rd gen Echo Dots to the 5th generation.  The added funtionality of the device with onboard motion detection and temperature reading are game changing.  You can set up and endless number of routines for Alexa based on those readings.  I have 4th gen Echos paired with an Echo studio and Echo Show 8 for my sound needs.  I haven't listened to anything on the new dot to tell if the sound is better than the old dot, but my feeling is if you are using an Echo Dot as your main audion input you don't really value sound quality in the first place.  I do think it is in imporvement that the speakers are front firing since most of us have our Echos placed agaisnt a wall.  I'm enjoying all the new things I can make happen with motion detection.  Using a smart plug and space heater and Alexa now you can control room temperature thanks to it's new sensors.  I don't have an eero system but I will probably end up getting one now that when I finish upgrading my Echo Dots I'll have 4 wifi extenders already set-up.  I do love my Echos and Dots.\n",,Color: Deep Sea BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Marta Mercado,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 22, 2023",Practical new features. Satisfying upgrade.,"\nQUEDE  ENCANTADA NO ES SOLO UNA BOCINA ES MAS QUE ESO WAO  EN CONFIGURACIONES PUEDES PONER  EL TIEMPO CUANDO ESCUCHAS MUSICA  ASTA 8 HORAS CORRIDAS  TIENE UN SONIDO SUPER CLARITO Y LE PUEDES CAMBIAR EL NOMBRE TRAE  OBSCIONES  PARA ESCOJER  ALEXA , AMAZON , ECHO , ZIGGY  RECOMIENDO ESTE SISTEMA 100%\n",,Color: CharcoalConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,,,,RECOMENDADO 100%,,,
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,,,,,,,
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Richard Godinez,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 30, 2023",Good choice for a house small out of the way,\nThis is our first Lexa that we have bought perfect size goes with the decor. Great choice of music and the other functions are incredible. Made a great choice by ordering through Amazon came on time is the operate set up would recommend this product to anyone wanting to purchase one\n,52 people found this helpful,Color: CharcoalConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Nicole,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on January 5, 2023","We LOVE our ALEXAS, Own 3 and gifted 3!!","\nWe love so much all our Alexa\u2019s. We have a 3rd gen, two 4th gens and 4th gen with clock and now a 5th gen as a gift. All white and charcoal. They are amazing. So helpful when needed, we listen to music daily via pandora or Amazon everyday. Great for homework or instant questions. Got this for my father whom is a doctor working from a home office via telemedicine. This was perfect for him for any questions he may have. He also bought a Samsung QLED smart TV which works with Alexa and I thought this would help him navigate how to use the television more easily. We haven\u2019t hooked anything up just yet, but excited too. The charcoal is nice coloring for his office too. So many possibilities. I have mine in LR  with smart Amazon plug which turned on off my Xmas tree. Will be getting more plugs too. So many possibilities sky is the limit. Love the payment options as well gives an opportunity to get multiple at once as gifts. Also gifted one to my Neice last year the gen white 4 and she loves it,  got same for my brother too . Amazing for all ages. Literally we are 8-78yrs. So compact easy to display. Modern looking. Picks up commands well. Gives weather if requested. Download app to make all your preferences easy and personalize it to just you.  Responds to your voice command. Name it with the small choices it gives. We have an Echo, Alexa, and a Ziggy\u2026 we chose different names for our home so when we command her they all don\u2019t go off at once. We set reminders and errand lists.  I do wish they gave more naming options for this purpose but we are lucky we have enough names for the amount owned. We love them. It\u2019s a cool device and everyone should have one! Makes life so easy at times. The pictures listed are of my white gen 4 clock choice but the gen 5 charcoal looks the same just diff color (this gen 5 doesn\u2019t have clock option) . I believe it\u2019s the software that separates the two. Wanted to give you a picture of what would look like. Connect to your Amazon account and will notify you when your packages come, and any updates regarding your account. As you see mine is lit yellow at the base stating I have a notification. Sound quality is amazing. Little goes long way.\n",2 people found this helpful,Color: CharcoalConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,AYX17,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 8, 2023",Many features,\nMany features included in this echo that previous generations don't have. For reference this is my 3rd alexa/echo device. I have a large echo that was gifted to me when they first came out and a 2nd generation echo then this one.Using the Alexa app one can monitor the temperature of the room this device is in. That is the feature I find most useful for me but it has many others than my other two don't. Really enjoy using this.\n,One person found this helpful,Color: CharcoalConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_With_bigger_vibrant_sound_helpful_routines_and_Alexa,29.99,,,Antonio Lopez,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on March 23, 2023",Somehow worst in some aspects,"\nSurely, this device have some new features added to it, features that I haven\u2019t used yet. That is because such features are kind of irrelevant. The sound is clearer than the echo dot gen 3; however, it is not as loud. In other words, a 3gen at volume 10 would sound louder. Another down side is the voice recognition. I have to Alexas in my room, and echo show 5, if am not mistaken, and this one. This one I have it next to me while I\u2019m on my desk. The echo show would be on the other side of the room facing my back. However, the echo show manage to pick up my voice better and faster than this echo dot, even though it should be harder for the show to do so\u2026\n",7 people found this helpful,Color: CharcoalConfiguration: Device only
