product_name,base_price,config_price,bundle_price,names,stars,dates,titles,reviews,helpfuls,config_color
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Mike S.,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on March 20, 2023",A very good product in my opinion,"\nI've tried to avoid these kinds of devices for years but I finally decided to get one and I have to say I really do like it. It was very simple to set up and at first I had some issues creating the routines but now it's gotten so much easier after just a few days of using it.  I got the glacier white one & the clock/led display is very good to see, even from the side.  I have the adaptive brightness turned on so when I go to bed, the led display dims and you can barely see it so if you worry about its brightness at night, turn that feature on and you should be good to go.I have it set to speak in a couple of languages since English isn't my first language.  That was easy to do. I've only had it not respond to a voice command a couple of times so far but otherwise it reacts well to voice commands.It was easy to attach a Kasa smart plug to it & there's zero lag between my voice command and the smart plug turning off/on.  I can see why people get so attached to these devices, quite handy.\n",8 people found this helpful,Color: Glacier WhiteConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Mike J,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on March 11, 2023",Finally an improvement in sound but\u2026.,"\nThis is the first device in a long time that really does have an improvement in sound. But don\u2019t play it too loud or anything with too much bass or it will distort.The goodSetup has become incredibly easy.The display is really nice.Voice recognition has improved from the last two versions where it had gotten really bad.As with all echo devices they can be really handy though it is still a toss up with which has the best responses.Great for remindersThe badThere is no way to completely stop all the \u201csuggestions\u201dIt can\u2019t control lights without internet )which Siri can do). Though I think with the new standards coming out this should be possible.It still has episodes where it seems to have a nervous breakdown where it makes no sense or just randomly starts spouting out information.I have never been able to get communication to work as well as it should.Unable to use YouTube musicRoutines need workIndoor temp is a nice idea but not at all accurate.Bottom lineGreat for decent sound qualityGreat for controlling lights etcGreat for answering basic questionsGreat for reminders.Sure others have found it useful for other things but those are the only ones that seem to work and help me.BTW, don\u2019t get the light blue. It is a really ugly color.\n",11 people found this helpful,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Stephen E. Ott,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 29, 2023",Great!,"\nI had an older Echo Dot and wanted to upgrade. I was kind of dreading the installation of this (having to connect to router, reinstalling all my smart devices, etc.). However, this was a breeze! All I had to do was plug it in! It found all my devices,. and hooked to router by itself, I did not have to do anything. Highly recommend!\n",One person found this helpful,Color: Glacier WhiteConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Jeanette,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 24, 2023",I love Alexa!!!,\nI think I'm probably one of thy last one's on earth just purchasing an Alexa. I'm not to quick to purchase gadgets but I love my Alex. Alexa is very user friendly and it works very well with my other smart devices and smart switches. I especially love how go over my family house and clear their notifications and do all types of foolery.... I would recommend and give as a gift.\n,One person found this helpful,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,maryann2h,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 21, 2023",It\u2019s our 4th echo \u2026. We had the larger one \u2026 but no clock!!!,"\nWe got this because the larger one of this does not have a clock, for our bedroom.But, this is just too small for this purpose\u2026 it would be great for a desktop or small space.The lettering is ok \u2026 but not so visible at a distanceAt issue\u2014\u2014 AMZ - WHY are you not producing the larger one with the clock????Given that we would buy 4 Echos - we like them a lot, just didn\u2019t really need this one.Our FAV - the 8 \u201c Display\u2026. Perfect size, reading and seeing is great. The sound is GREAT!\n",39 people found this helpful,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,JFC,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 24, 2023",Best clock radio,\nThe Echo performed perfectly.  I have bought a lot of clock radios only to have them hard to set or the lighted clock was too bright at 2:00 in the morning or too dim. The Echo does it for me .  And I can get the weather or a joke whenever.\n,,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Tim McCloskey,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 23, 2023",Great sound with a modern look,"\nLove that this is a modern look with great speaker quality. Perfect replacement for your traditional alarm clock, I prefer this one over the dot because it displays the time which is a big deal for me. Pairs perfectly with our smart plug and makes everything work seamlessly together.\n",,Color: Glacier WhiteConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,EdE,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 13, 2023",Midnight Bathroom Run?,"\nEcho Dot, gets used on a regular basis in our home.  Forgot or want to check on the spelling of a word. Just ask.  Background music for dinner. Just ask.  Want to know the temp. outside. Just ask. Delivery announcements.  These are just a few of our uses.  Of course we use it to turn lights off and on as well as small appliances.  A midnight bathroom run, no prob. running into furniture. it will turn on  the lights!  Wonderful product!\n",,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Kimberly Akers,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on December 12, 2022",Fun and Helpful,"\nI have been having fun with this as soon as I received it and plugged it in. There was no trouble at all. You simply download the Alexa app and it basically sets up itself. Though I had previously linked it to amazon. It has been fun setting up routines and changing the voice. I have inquired about the weather and it seems to have been a truthful weather (person) so far. I purchased a second echo dot in order to have surround sound and the sound comes through very clearly and impressively.It kind of reminds me of playing with a furby when they first came out. Though furby's got old kind of quickly, alexa is like another person of which you have full control over...I gave this 4 stars as I did want to use the surround sound for my tv, which is a Roku, and it does not work for this purpose. Before purchase I read that alexa was compatible with a Roku smart tv. While this is true, only afterwards did I find out that this only means that alexa can turn the channel or the sound up on your tv, yet does not have the ability to use as a surround sound system for a Roku tv. Yet is supposedly only good for working with a fire tv. So am disappointed about this. But alexa is still fun to work with. Another thing is only a slight annoyance when playing songs. You ask alexa to play the song you would like, some songs are played freely, some songs you need a subscription for, then when the song is over alexa just keeps on playing unless you set a timer. So the annoyance comes as the song may be available and you just have to take a chance, or alexa shuffles similar music you may not like, or if allowed to keep playing may play music you possibly hate.I would suggest for the second echo dot since it does not have the screen/time feature that when setting the volume it could briefly tell you what volume it is on. Though you can ask it.Overall it has been very fun and I'm sure I will discover more ways to use this as life progresses. And since it was all so simple, I am considering buying more alexa's and more smart products in the future to extend to whole house. Happy and Delighted. Thank you for making this electronic device.\n",,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Eddie Simmers,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 11, 2023",I love This device,"\nI love this Alexa.  I have 2 of the flat black ones that we use all the time and they were terrific however,  this one is so nice. I use it in my office and I act like I have an assistant. I only wish there were more color choices. I am going to get a stand for it I think in the near future.\n",,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Regina Williams,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 10, 2023",Even a child can operate,"\nThis was purchased for my 9 year old child. It was set up with child settings. My child uses alarms on it and asks ""Ziggy"" questions throughout the day and learns from it. Button pressing or touch gestures can be used. The sound quality is great and the clock display is vibrant. The device was quick and easy to set up and integrate into our home smart network.\n",One person found this helpful,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Chad Boehlke,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 27, 2023",Great for kids!,"\nHaving the time show is such a valuable feature.  Kids love having these and they use them for a variety of tasks, timers, asking questions, music of course, and reminders.  They make a fun difference!\n",One person found this helpful,Color: Glacier WhiteConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,MCR,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on March 24, 2023","Was reluctant to join the Echo club, but love it","\nI didn't really want to like this device, but the fam and I ended up liking it so much that we now have 4 of them now. Sound quality is amazing and it's great to be able to communicate in the house without yelling. Really like the digital projected display. Does it always give helpful answers to our random questions? No. But is it super-useful to have around the house? Heck yeah! And it extends eero wifi which is an added bonus for getting mesh router coverage in a largish house.\n",One person found this helpful,Color: Glacier WhiteConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Jazzy,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 1, 2023","Love, love, love","\nSo easy to set up, sound is great, does not take up a lot of space. I use it to play music and as an alarm clock. I love Alexa. I have the bigger Alexas and I like them too, just harder to set up if you have a new Wi-Fi password. I ask for help, but they could not help me, but I figure it out. I\u2019m so glad I have them. I set them up to turn on and off livingroom and bedroom lamps. I would recommend to everyone.\n",87 people found this helpful,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Lil_M,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on January 7, 2023","Do you require a DARK room to sleep in? If so, take a pass on this...","\nDoes it do everything I expect an Alexa product to do? Yes. I'm dinging the device by one star because of the LCD Display. Unlike other reviewers, I have no issue with the display size (my 30's eyes that don't require aid from glasses can read it from across a room just fine). I bought 2 of these so that I could use them in two rooms I wanted a clock, rather than having to ask Alexa what time it was. One for the living room (near my entryway) so that I can easily check the time on my way in or out the door without having to wait for Alexa to respond or fumbling to pull my phone out, etc. I'm keeping the one I bought for my living room. Again, it does everything I expect an Alexa device to do.However, I'm returning the one I bought for my bedroom. 1) Amazon really needs to improve Alexa's ability to understand prompts about the user asking Alexa to adjust the brightness. At least for me, having a variety of other smart home products (lights, themes, zones, etc.) she is easily confused and doesn't seem to know that you just want her to either brighten or dim her own clock display. Half the time I ended up exasperated and just changed it within the Alexa App which was SUPER frustrating to have to do. 2) The LCD display has 12 brightness settings (0-10, plus 'off'). I was so excited for this product because I'm light sensitive and want my room DARK when I am sleeping, I thought surely all those settings would include one that was only the faintest glow to tell time in the middle of the night if you woke up. NOPE. The 0 setting still illuminates my entire room (albeit a smallish 12x12 bedroom) when all the lights are out. I ended up having to turn the display off every night, so it completely fell short of the goal I was trying to achieve in that sense. Maybe in the next generation Amazon will come up with more brightness settings. Or maybe a true 'bed time' clock mode or something.\n",14 people found this helpful,Color: Glacier WhiteConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Kent Soulek,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on February 17, 2023",Responsive quality upgrade from 3rd gen echo dot system.,"\nI love the LED screen.  I will never buy a dot without LEDs in the future.  Alexa is very responsive and seems able to detect which machine is being directly addressed and respond appropriately.  They seem to have fixed the problem of awaking multiple Alexas with a single awake word.  This is a big quality of life upgrade.  No longer having to comunicate with the Dot in the living room when your intention is the Bathroom.  I've rigorously tested them putting as many as 6 Echo devices in a 12x20 room and consistently being addressed by the correct device.  I don't use Echo Dot's as music speakers but the sound clarity is noticeably better upgrading from 3rd gen.  I use Echo dots as a home upgrade for virtual assistant access from every corner of the house and serve to connect less frequented rooms to the home network.  With the additional wifi mesh capabilities of the new Dots, I am heavily considering switching to the Eero router.  I am an Amazon ecosystem fanboy so that is most likely my next tech purchase, an Eero 6 router.  My only gripe is that I wish they were available in a rainbow of color options.\n",,Color: Glacier WhiteConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Larry La Porta,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 28, 2023",A Computer in a Ball.,"\nThis little assistant is a wonderful addition to my tech world. The only suggestion I have is to make the digital clock numbers easier to read. At this time, the numbers are too BOLD!\n",,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Michael Rappa,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 9, 2023",Improved Sound; Clock Less Readable,"\nThere is a definite upgrade in sound quality over the previous generation, but, as others have mentioned, the blocky, ""lite brite""-ish clock display is more difficult to read, especially when I don't have my glasses on. I also didn't find the tap functionality to be all that responsive, but it's not a feature I would use much anyway. Seeing the song title on the display is kind of neat. I really give it a 3.5-star rating, but since they don't let you rate in halves, I rounded up to 4.\n",,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,library goddess,4.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 25, 2023",Replacement for a Gen 1,"\nReally, a 4.5 star. We love the sound quality of this Echo. My husband decided to buy another for his work at home office. The only reason I didn't give it a 5 star rating is that it does not dim enough. We have this one in our bedroom which we like DARK. On its lowest setting, it still provides enough light to be distracting.\n",,Color: Glacier WhiteConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Chicago Fan,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 28, 2023",Great!,\nI have purchased so many Alexa\u2019s and every one is great. The sound quality is as good as any I\u2019ve heard. I\u2019m sure I\u2019ll buy more in the future.\n,,Color: Glacier WhiteConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Shannon,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 14, 2023",Great for a bedroom,"\nWe got this for my parents as a Christmas gift and they use this for their bedroom, it's perfect because of the clock and with being able to set a sleep timer they can listen to music as they fall asleep. It's easy to set up and they use it every night\n",11 people found this helpful,Color: Cloud BlueConfiguration: Device only
Echo_Dot_5th_Gen_2022_release_with_clock_Smart_speaker_with_clock_and_Alexa,39.99,,,Emily,5.0 out of 5 stars,"Reviewed in the United States \U0001f1fa\U0001f1f8 on April 1, 2023",Clock dimming light!,\nI love this new echo dot so much better than my 2019 device! I love the fact that I can choose an echo dot that has a clock feature on it saves me money and space in my bedroom side dresser! I love that Alexa is more accurate and less mishaps in fact so far no mishaps! I highly recommend this echo dot with the clock feature and the clock light dims so you can sleep better not like those alarm clocks where the light is so bright! The price is reasonable as well!\n,One person found this helpful,Color: Glacier WhiteConfiguration: Device only
